Gene stable ID	Transcript stable ID	Gene description	Gene type	Transcript type
WBGene00047865	R05A10.32		piRNA	piRNA
WBGene00047866	Y116A8B.16		piRNA	piRNA
WBGene00047867	Y4C6B.18		piRNA	piRNA
WBGene00047868	Y73B6BL.66		piRNA	piRNA
WBGene00047869	Y51H4A.193		piRNA	piRNA
WBGene00047870	Y57G11C.236		piRNA	piRNA
WBGene00047871	Y105C5B.274		piRNA	piRNA
WBGene00047872	Y57G11C.237		piRNA	piRNA
WBGene00047873	AC7.12		piRNA	piRNA
WBGene00047874	C52D10.32		piRNA	piRNA
WBGene00047875	Y105C5B.275		piRNA	piRNA
WBGene00047876	Y64G10A.77		piRNA	piRNA
WBGene00047877	Y73F8A.238		piRNA	piRNA
WBGene00047878	Y41E3.108		piRNA	piRNA
WBGene00047879	Y45F10D.35		piRNA	piRNA
WBGene00047880	Y41E3.109		piRNA	piRNA
WBGene00047881	Y41E3.110		piRNA	piRNA
WBGene00047882	H35B03.4		piRNA	piRNA
WBGene00047883	F13G11.28		piRNA	piRNA
WBGene00047884	Y105C5A.246		piRNA	piRNA
WBGene00047885	Y105C5B.276		piRNA	piRNA
WBGene00047886	Y57G11C.238		piRNA	piRNA
WBGene00047887	Y51H4A.194		piRNA	piRNA
WBGene00047888	C46G7.24		piRNA	piRNA
WBGene00047889	Y105C5A.247		piRNA	piRNA
WBGene00047890	Y51H4A.195		piRNA	piRNA
WBGene00047891	B0273.21		piRNA	piRNA
WBGene00047892	Y41E3.111		piRNA	piRNA
WBGene00047893	Y105C5A.248		piRNA	piRNA
WBGene00047894	Y105C5B.277		piRNA	piRNA
WBGene00047895	Y57G11C.239		piRNA	piRNA
WBGene00047896	Y67A10A.69		piRNA	piRNA
WBGene00047897	Y40H7A.74		piRNA	piRNA
WBGene00047898	Y57G11A.39		piRNA	piRNA
WBGene00047899	C35D6.34		piRNA	piRNA
WBGene00047900	Y105C5B.278		piRNA	piRNA
WBGene00047901	Y105C5B.279		piRNA	piRNA
WBGene00047902	Y37A1B.83		piRNA	piRNA
WBGene00047903	Y73F8A.239		piRNA	piRNA
WBGene00047905	Y67A10A.70		piRNA	piRNA
WBGene00047906	H25K10.32		piRNA	piRNA
WBGene00047907	LLC1.22		piRNA	piRNA
WBGene00047908	Y105C5B.280		piRNA	piRNA
WBGene00047909	Y73F8A.240		piRNA	piRNA
WBGene00047910	Y105C5A.249		piRNA	piRNA
WBGene00047911	Y57G11C.240		piRNA	piRNA
WBGene00047912	B0513.25		piRNA	piRNA
WBGene00047913	Y40H7A.75		piRNA	piRNA
WBGene00047914	Y105C5A.250		piRNA	piRNA
WBGene00047915	Y40H7A.76		piRNA	piRNA
WBGene00047916	Y37A1B.84		piRNA	piRNA
WBGene00047917	Y67A10A.71		piRNA	piRNA
WBGene00047918	Y51H4A.196		piRNA	piRNA
WBGene00047919	Y116A8A.41		piRNA	piRNA
WBGene00047920	Y105C5B.281		piRNA	piRNA
WBGene00047921	T23G4.22		piRNA	piRNA
WBGene00047922	Y64G10A.79		piRNA	piRNA
WBGene00047923	F52B11.21		piRNA	piRNA
WBGene00047924	Y64G10A.80		piRNA	piRNA
WBGene00047925	Y105C5A.251		piRNA	piRNA
WBGene00047926	Y73F8A.241		piRNA	piRNA
WBGene00047927	Y105C5A.252		piRNA	piRNA
WBGene00047928	Y116A8C.110		piRNA	piRNA
WBGene00047929	Y40H7A.77		piRNA	piRNA
WBGene00047930	C55C3.15		piRNA	piRNA
WBGene00047931	Y73F8A.242		piRNA	piRNA
WBGene00047932	Y57G11C.241		piRNA	piRNA
WBGene00047933	Y105C5A.253		piRNA	piRNA
WBGene00047934	Y105C5A.254		piRNA	piRNA
WBGene00047935	Y67A10A.72		piRNA	piRNA
WBGene00047936	C11D2.28		piRNA	piRNA
WBGene00047937	Y41E3.112		piRNA	piRNA
WBGene00047938	Y73B6BR.3		piRNA	piRNA
WBGene00047939	M199.30		piRNA	piRNA
WBGene00047940	Y57G11C.242		piRNA	piRNA
WBGene00047941	F23B2.18		piRNA	piRNA
WBGene00047942	C39H7.19		piRNA	piRNA
WBGene00047943	Y105C5A.255		piRNA	piRNA
WBGene00047944	H08M01.25		piRNA	piRNA
WBGene00047945	Y40H7A.78		piRNA	piRNA
WBGene00047946	Y105C5A.256		piRNA	piRNA
WBGene00047947	M199.31		piRNA	piRNA
WBGene00047948	Y37A1A.28		piRNA	piRNA
WBGene00047949	M03D4.14		piRNA	piRNA
WBGene00047950	Y105C5B.282		piRNA	piRNA
WBGene00047951	H16O14.10		piRNA	piRNA
WBGene00047952	C35D6.35		piRNA	piRNA
WBGene00047953	C47A4.39		piRNA	piRNA
WBGene00047954	Y57G11C.243		piRNA	piRNA
WBGene00047955	Y116A8C.111		piRNA	piRNA
WBGene00047956	Y105C5B.283		piRNA	piRNA
WBGene00047957	C24D10.15		piRNA	piRNA
WBGene00047958	Y57G11C.244		piRNA	piRNA
WBGene00047959	Y105C5B.284		piRNA	piRNA
WBGene00047960	Y57G11C.245		piRNA	piRNA
WBGene00047961	Y57G11C.246		piRNA	piRNA
WBGene00047962	Y57G11C.247		piRNA	piRNA
WBGene00047963	C35D6.36		piRNA	piRNA
WBGene00047964	T27E7.23		piRNA	piRNA
WBGene00047965	C27H2.28		piRNA	piRNA
WBGene00047966	C08F11.40		piRNA	piRNA
WBGene00047967	Y105C5B.285		piRNA	piRNA
WBGene00047968	Y116A8A.42		piRNA	piRNA
WBGene00047969	Y105C5B.286		piRNA	piRNA
WBGene00047970	H35B03.5		piRNA	piRNA
WBGene00047971	Y73B6BL.67		piRNA	piRNA
WBGene00047972	Y105C5A.257		piRNA	piRNA
WBGene00047973	Y51H4A.197		piRNA	piRNA
WBGene00047974	Y105C5B.287		piRNA	piRNA
WBGene00047975	Y51H4A.198		piRNA	piRNA
WBGene00047976	Y41E3.113		piRNA	piRNA
WBGene00047977	T06A10.24		piRNA	piRNA
WBGene00047978	Y57G11A.40		piRNA	piRNA
WBGene00047979	Y37A1B.85		piRNA	piRNA
WBGene00047980	C31H1.26		piRNA	piRNA
WBGene00047981	Y41E3.114		piRNA	piRNA
WBGene00047982	Y51H4A.199		piRNA	piRNA
WBGene00047983	T27E7.24		piRNA	piRNA
WBGene00047984	M199.32		piRNA	piRNA
WBGene00047985	Y40H7A.79		piRNA	piRNA
WBGene00047986	Y73F8A.243		piRNA	piRNA
WBGene00047987	Y105C5B.288		piRNA	piRNA
WBGene00047988	C06E7.24		piRNA	piRNA
WBGene00047989	Y57G11C.248		piRNA	piRNA
WBGene00047990	F13G11.29		piRNA	piRNA
WBGene00047991	Y51H4A.200		piRNA	piRNA
WBGene00047992	Y73F8A.244		piRNA	piRNA
WBGene00047993	R05A10.33		piRNA	piRNA
WBGene00047994	B0273.22		piRNA	piRNA
WBGene00047995	Y105C5B.289		piRNA	piRNA
WBGene00047996	Y57G11C.249		piRNA	piRNA
WBGene00047997	C47A4.40		piRNA	piRNA
WBGene00047998	Y73F8A.245		piRNA	piRNA
WBGene00047999	C09B9.13		piRNA	piRNA
WBGene00048000	Y64G10A.81		piRNA	piRNA
WBGene00048001	C06E7.25		piRNA	piRNA
WBGene00048002	Y57G11C.250		piRNA	piRNA
WBGene00048003	C47A4.41		piRNA	piRNA
WBGene00048004	Y73F8A.246		piRNA	piRNA
WBGene00048005	Y37A1B.86		piRNA	piRNA
WBGene00048006	Y73F8A.247		piRNA	piRNA
WBGene00048007	Y51H4A.201		piRNA	piRNA
WBGene00048008	Y57G11C.251		piRNA	piRNA
WBGene00048009	Y105C5B.290		piRNA	piRNA
WBGene00048010	Y57G11A.41		piRNA	piRNA
WBGene00048011	Y105C5B.291		piRNA	piRNA
WBGene00048012	Y57G11B.49		piRNA	piRNA
WBGene00048013	F55B11.33		piRNA	piRNA
WBGene00048014	Y41E3.115		piRNA	piRNA
WBGene00048015	Y40H7A.80		piRNA	piRNA
WBGene00048016	Y64G10A.82		piRNA	piRNA
WBGene00048017	Y40H7A.81		piRNA	piRNA
WBGene00048018	Y41E3.116		piRNA	piRNA
WBGene00048019	Y37A1A.29		piRNA	piRNA
WBGene00048020	Y105C5B.292		piRNA	piRNA
WBGene00048021	Y57G11C.252		piRNA	piRNA
WBGene00048022	F55B11.34		piRNA	piRNA
WBGene00048023	Y67A10A.73		piRNA	piRNA
WBGene00048024	Y57G11C.253		piRNA	piRNA
WBGene00048025	Y51H4A.202		piRNA	piRNA
WBGene00048026	Y43D4A.37		piRNA	piRNA
WBGene00048027	Y105C5B.293		piRNA	piRNA
WBGene00048028	T23G4.23		piRNA	piRNA
WBGene00048029	Y105C5A.258		piRNA	piRNA
WBGene00048030	Y57G11C.254		piRNA	piRNA
WBGene00048031	Y45F10B.27		piRNA	piRNA
WBGene00048032	Y73F8A.248		piRNA	piRNA
WBGene00048033	F36H12.25		piRNA	piRNA
WBGene00048034	H08M01.26		piRNA	piRNA
WBGene00048035	Y57G11C.255		piRNA	piRNA
WBGene00048036	H25K10.33		piRNA	piRNA
WBGene00048037	Y105C5B.294		piRNA	piRNA
WBGene00048038	C52D10.33		piRNA	piRNA
WBGene00048039	Y116A8C.112		piRNA	piRNA
WBGene00048040	W03F8.22		piRNA	piRNA
WBGene00048041	F55B11.35		piRNA	piRNA
WBGene00048042	Y105C5A.259		piRNA	piRNA
WBGene00048043	Y105C5B.295		piRNA	piRNA
WBGene00048044	Y105C5B.296		piRNA	piRNA
WBGene00048045	B0350.16		piRNA	piRNA
WBGene00048046	Y51H4A.203		piRNA	piRNA
WBGene00048047	Y37A1B.87		piRNA	piRNA
WBGene00048048	Y40H7A.82		piRNA	piRNA
WBGene00048049	Y41E3.117		piRNA	piRNA
WBGene00048050	Y105C5B.297		piRNA	piRNA
WBGene00048051	Y105C5B.298		piRNA	piRNA
WBGene00048052	Y57G11A.42		piRNA	piRNA
WBGene00048053	Y116A8C.113		piRNA	piRNA
WBGene00048054	C31H1.27		piRNA	piRNA
WBGene00048055	Y64G10A.83		piRNA	piRNA
WBGene00048056	Y105C5B.299		piRNA	piRNA
WBGene00048057	Y105C5A.260		piRNA	piRNA
WBGene00048058	Y10G11A.16		piRNA	piRNA
WBGene00048059	Y37A1A.30		piRNA	piRNA
WBGene00048060	Y57G11C.256		piRNA	piRNA
WBGene00048061	LLC1.23		piRNA	piRNA
WBGene00048062	F02H6.21		piRNA	piRNA
WBGene00048063	Y105C5B.300		piRNA	piRNA
WBGene00048064	Y57G11B.50		piRNA	piRNA
WBGene00048065	Y51H4A.204		piRNA	piRNA
WBGene00048066	Y57G11A.43		piRNA	piRNA
WBGene00048067	Y57G11C.257		piRNA	piRNA
WBGene00048068	Y41E3.118		piRNA	piRNA
WBGene00048069	Y105C5B.301		piRNA	piRNA
WBGene00048070	Y51H4A.205		piRNA	piRNA
WBGene00048071	ZK550.14		piRNA	piRNA
WBGene00048072	Y37A1A.31		piRNA	piRNA
WBGene00048073	Y105C5B.302		piRNA	piRNA
WBGene00048074	Y105C5A.261		piRNA	piRNA
WBGene00048075	M03D4.15		piRNA	piRNA
WBGene00048076	H12I19.30		piRNA	piRNA
WBGene00048077	Y105C5A.262		piRNA	piRNA
WBGene00048078	Y45F10D.36		piRNA	piRNA
WBGene00048079	Y105C5A.263		piRNA	piRNA
WBGene00048080	M03D4.16		piRNA	piRNA
WBGene00048081	Y73F8A.249		piRNA	piRNA
WBGene00048082	LLC1.24		piRNA	piRNA
WBGene00048083	Y57G11C.258		piRNA	piRNA
WBGene00048084	Y45F10D.37		piRNA	piRNA
WBGene00048085	Y73F8A.250		piRNA	piRNA
WBGene00048086	Y105C5A.264		piRNA	piRNA
WBGene00048087	F44E8.12		piRNA	piRNA
WBGene00048088	H25K10.34		piRNA	piRNA
WBGene00048089	Y57G11C.259		piRNA	piRNA
WBGene00048090	T06A10.25		piRNA	piRNA
WBGene00048091	Y105C5B.303		piRNA	piRNA
WBGene00048092	Y105C5B.304		piRNA	piRNA
WBGene00048093	Y73F8A.251		piRNA	piRNA
WBGene00048094	T27E7.25		piRNA	piRNA
WBGene00048095	Y67A10A.74		piRNA	piRNA
WBGene00048096	Y116A8C.114		piRNA	piRNA
WBGene00048097	Y73F8A.252		piRNA	piRNA
WBGene00048098	Y105C5B.305		piRNA	piRNA
WBGene00048099	Y64G10A.84		piRNA	piRNA
WBGene00048100	Y105C5B.306		piRNA	piRNA
WBGene00048101	Y57G11C.260		piRNA	piRNA
WBGene00048102	Y45F10D.38		piRNA	piRNA
WBGene00048103	F13G11.30		piRNA	piRNA
WBGene00048104	Y57G11A.44		piRNA	piRNA
WBGene00048105	Y41E3.119		piRNA	piRNA
WBGene00048106	T06A10.26		piRNA	piRNA
WBGene00048107	C35D6.37		piRNA	piRNA
WBGene00048108	R05A10.34		piRNA	piRNA
WBGene00048109	C46G7.25		piRNA	piRNA
WBGene00048110	Y57G11B.51		piRNA	piRNA
WBGene00048111	Y73F8A.253		piRNA	piRNA
WBGene00048112	Y51H4A.206		piRNA	piRNA
WBGene00048113	Y105C5B.307		piRNA	piRNA
WBGene00048114	Y105C5A.265		piRNA	piRNA
WBGene00048115	Y37A1B.88		piRNA	piRNA
WBGene00048116	Y57G11C.261		piRNA	piRNA
WBGene00048117	Y51H4A.207		piRNA	piRNA
WBGene00048118	Y105C5B.308		piRNA	piRNA
WBGene00048119	Y41E3.120		piRNA	piRNA
WBGene00048120	C52D10.34		piRNA	piRNA
WBGene00048121	Y37A1A.32		piRNA	piRNA
WBGene00048122	Y73F8A.254		piRNA	piRNA
WBGene00048123	Y37A1A.33		piRNA	piRNA
WBGene00048124	Y105C5B.309		piRNA	piRNA
WBGene00048125	Y73F8A.255		piRNA	piRNA
WBGene00048126	Y57G11C.262		piRNA	piRNA
WBGene00048127	Y40H7A.83		piRNA	piRNA
WBGene00048128	C09B9.14		piRNA	piRNA
WBGene00048129	C02B10.19		piRNA	piRNA
WBGene00048130	Y51H4A.208		piRNA	piRNA
WBGene00048131	Y57G11B.52		piRNA	piRNA
WBGene00048132	Y105C5A.266		piRNA	piRNA
WBGene00048133	T23G4.24		piRNA	piRNA
WBGene00048134	Y73F8A.256		piRNA	piRNA
WBGene00048135	Y57G11A.45		piRNA	piRNA
WBGene00048136	Y105C5B.310		piRNA	piRNA
WBGene00048137	Y51H4A.209		piRNA	piRNA
WBGene00048138	Y73F8A.257		piRNA	piRNA
WBGene00048139	Y51H4A.210		piRNA	piRNA
WBGene00048140	F26D12.15		piRNA	piRNA
WBGene00048141	T06A10.27		piRNA	piRNA
WBGene00048142	Y51H4A.211		piRNA	piRNA
WBGene00048143	Y67A10A.75		piRNA	piRNA
WBGene00048144	Y57G11C.263		piRNA	piRNA
WBGene00048145	B0273.23		piRNA	piRNA
WBGene00048146	Y51H4A.212		piRNA	piRNA
WBGene00048147	B0350.17		piRNA	piRNA
WBGene00048148	M199.33		piRNA	piRNA
WBGene00048149	Y73F8A.258		piRNA	piRNA
WBGene00048150	Y116A8C.115		piRNA	piRNA
WBGene00048151	K02B2.10		piRNA	piRNA
WBGene00048152	Y73F8A.259		piRNA	piRNA
WBGene00048153	Y51H4A.213		piRNA	piRNA
WBGene00048154	Y51H4A.214		piRNA	piRNA
WBGene00048155	Y105C5B.311		piRNA	piRNA
WBGene00048156	C52D10.35		piRNA	piRNA
WBGene00048157	Y73F8A.260		piRNA	piRNA
WBGene00048158	Y73F8A.261		piRNA	piRNA
WBGene00048159	Y57G11C.264		piRNA	piRNA
WBGene00048160	Y73B6BL.68		piRNA	piRNA
WBGene00048161	Y105C5B.312		piRNA	piRNA
WBGene00048162	Y105C5A.267		piRNA	piRNA
WBGene00048163	Y116A8C.116		piRNA	piRNA
WBGene00048164	Y51H4A.215		piRNA	piRNA
WBGene00048165	Y105C5B.313		piRNA	piRNA
WBGene00048166	M199.34		piRNA	piRNA
WBGene00048167	H16O14.11		piRNA	piRNA
WBGene00048168	Y41E3.121		piRNA	piRNA
WBGene00048169	H32C10.14		piRNA	piRNA
WBGene00048170	H16O14.12		piRNA	piRNA
WBGene00048171	T06A10.28		piRNA	piRNA
WBGene00048172	Y57G11C.265		piRNA	piRNA
WBGene00048173	Y105C5B.314		piRNA	piRNA
WBGene00048174	Y64G10A.85		piRNA	piRNA
WBGene00048175	AC7.13		piRNA	piRNA
WBGene00048176	H08M01.27		piRNA	piRNA
WBGene00048177	Y73F8A.262		piRNA	piRNA
WBGene00048178	Y73F8A.263		piRNA	piRNA
WBGene00048179	Y40H7A.84		piRNA	piRNA
WBGene00048180	Y37A1A.34		piRNA	piRNA
WBGene00048181	Y41E3.122		piRNA	piRNA
WBGene00048182	Y105C5B.315		piRNA	piRNA
WBGene00048183	Y10G11A.17		piRNA	piRNA
WBGene00048184	Y45F10D.39		piRNA	piRNA
WBGene00048185	Y64G10A.86		piRNA	piRNA
WBGene00048186	Y67A10A.76		piRNA	piRNA
WBGene00048187	Y57G11C.266		piRNA	piRNA
WBGene00048188	Y57G11C.267		piRNA	piRNA
WBGene00048189	B0273.24		piRNA	piRNA
WBGene00048190	C10G6.11		piRNA	piRNA
WBGene00048191	Y51H4A.216		piRNA	piRNA
WBGene00048192	Y73F8A.264		piRNA	piRNA
WBGene00048193	Y51H4A.217		piRNA	piRNA
WBGene00048194	W03F8.23		piRNA	piRNA
WBGene00048195	Y105C5B.316		piRNA	piRNA
WBGene00048196	Y37A1A.35		piRNA	piRNA
WBGene00048197	Y51H4A.218		piRNA	piRNA
WBGene00048198	Y51H4A.219		piRNA	piRNA
WBGene00048199	Y37A1B.89		piRNA	piRNA
WBGene00048200	Y105C5A.268		piRNA	piRNA
WBGene00048201	T23G4.25		piRNA	piRNA
WBGene00048202	Y105C5B.317		piRNA	piRNA
WBGene00048203	F26D12.16		piRNA	piRNA
WBGene00048204	C09B9.15		piRNA	piRNA
WBGene00048205	H16O14.13		piRNA	piRNA
WBGene00048206	Y67A10A.77		piRNA	piRNA
WBGene00048207	Y9C9A.30		piRNA	piRNA
WBGene00048208	F38C2.29		piRNA	piRNA
WBGene00048209	R05A10.35		piRNA	piRNA
WBGene00048210	C47A4.42		piRNA	piRNA
WBGene00048211	C52D10.36		piRNA	piRNA
WBGene00048212	F55B11.36		piRNA	piRNA
WBGene00048213	F56F12.6		piRNA	piRNA
WBGene00048214	F38C2.30		piRNA	piRNA
WBGene00048215	Y105C5A.269		piRNA	piRNA
WBGene00048216	LLC1.25		piRNA	piRNA
WBGene00048217	Y37A1B.90		piRNA	piRNA
WBGene00048218	Y51H4A.220		piRNA	piRNA
WBGene00048219	Y105C5B.318		piRNA	piRNA
WBGene00048220	Y37A1B.91		piRNA	piRNA
WBGene00048221	Y105C5B.319		piRNA	piRNA
WBGene00048222	Y57G11A.46		piRNA	piRNA
WBGene00048223	Y105C5A.270		piRNA	piRNA
WBGene00048224	Y105C5B.320		piRNA	piRNA
WBGene00048225	Y105C5A.271		piRNA	piRNA
WBGene00048226	LLC1.26		piRNA	piRNA
WBGene00048227	F38C2.31		piRNA	piRNA
WBGene00048228	Y51H4A.221		piRNA	piRNA
WBGene00048229	Y64G10A.87		piRNA	piRNA
WBGene00048230	C55C3.16		piRNA	piRNA
WBGene00048231	C47A4.43		piRNA	piRNA
WBGene00048232	Y37A1B.92		piRNA	piRNA
WBGene00048233	Y116A8A.43		piRNA	piRNA
WBGene00048234	C52D10.37		piRNA	piRNA
WBGene00048235	H04M03.24		piRNA	piRNA
WBGene00048236	H04M03.25		piRNA	piRNA
WBGene00048237	Y57G11B.53		piRNA	piRNA
WBGene00048238	Y57G11A.47		piRNA	piRNA
WBGene00048239	Y9C9A.31		piRNA	piRNA
WBGene00048240	Y51H4A.222		piRNA	piRNA
WBGene00048241	Y105C5B.321		piRNA	piRNA
WBGene00048242	Y105C5B.322		piRNA	piRNA
WBGene00048243	Y57G11A.48		piRNA	piRNA
WBGene00048244	Y41E3.123		piRNA	piRNA
WBGene00048245	C47A4.44		piRNA	piRNA
WBGene00048246	Y116A8C.117		piRNA	piRNA
WBGene00048247	Y105C5B.323		piRNA	piRNA
WBGene00048248	F13G11.31		piRNA	piRNA
WBGene00048249	Y57G11C.268		piRNA	piRNA
WBGene00048250	T23G4.26		piRNA	piRNA
WBGene00048251	Y105C5B.324		piRNA	piRNA
WBGene00048252	Y105C5A.272		piRNA	piRNA
WBGene00048253	W03F8.24		piRNA	piRNA
WBGene00048254	Y116A8B.17		piRNA	piRNA
WBGene00048255	Y73F8A.265		piRNA	piRNA
WBGene00048256	C52D10.38		piRNA	piRNA
WBGene00048257	Y40H7A.85		piRNA	piRNA
WBGene00048258	Y57G11B.54		piRNA	piRNA
WBGene00048259	W03F8.25		piRNA	piRNA
WBGene00048260	Y105C5A.273		piRNA	piRNA
WBGene00048261	Y57G11C.269		piRNA	piRNA
WBGene00048262	Y37A1B.93		piRNA	piRNA
WBGene00048263	Y116A8C.118		piRNA	piRNA
WBGene00048264	F02H6.22		piRNA	piRNA
WBGene00048265	Y41E3.124		piRNA	piRNA
WBGene00048266	F13G11.32		piRNA	piRNA
WBGene00048267	B0513.26		piRNA	piRNA
WBGene00048268	Y105C5A.274		piRNA	piRNA
WBGene00048269	Y51H4A.223		piRNA	piRNA
WBGene00048270	Y105C5A.275		piRNA	piRNA
WBGene00048271	Y51H4A.224		piRNA	piRNA
WBGene00048272	Y105C5B.325		piRNA	piRNA
WBGene00048273	Y73F8A.266		piRNA	piRNA
WBGene00048274	VY10G11R.16		piRNA	piRNA
WBGene00048275	H08M01.28		piRNA	piRNA
WBGene00048276	Y105C5B.326		piRNA	piRNA
WBGene00048277	Y105C5B.327		piRNA	piRNA
WBGene00048278	Y73F8A.267		piRNA	piRNA
WBGene00048279	Y51H4A.225		piRNA	piRNA
WBGene00048280	Y105C5B.328		piRNA	piRNA
WBGene00048281	Y51H4A.226		piRNA	piRNA
WBGene00048282	Y37A1B.94		piRNA	piRNA
WBGene00048283	Y116A8C.119		piRNA	piRNA
WBGene00048284	Y116A8C.120		piRNA	piRNA
WBGene00048285	F52B11.22		piRNA	piRNA
WBGene00048286	Y105C5B.329		piRNA	piRNA
WBGene00048287	Y105C5B.330		piRNA	piRNA
WBGene00048288	F13G11.33		piRNA	piRNA
WBGene00048289	Y57G11C.270		piRNA	piRNA
WBGene00048290	Y73F8A.268		piRNA	piRNA
WBGene00048291	Y57G11C.271		piRNA	piRNA
WBGene00048292	Y105C5B.331		piRNA	piRNA
WBGene00048293	Y73F8A.269		piRNA	piRNA
WBGene00048294	Y105C5A.276		piRNA	piRNA
WBGene00048295	R05A10.36		piRNA	piRNA
WBGene00048296	Y105C5B.332		piRNA	piRNA
WBGene00048297	C45E5.14		piRNA	piRNA
WBGene00048298	Y105C5B.333		piRNA	piRNA
WBGene00048299	H08M21.4		piRNA	piRNA
WBGene00048300	Y73F8A.270		piRNA	piRNA
WBGene00048301	H08M01.29		piRNA	piRNA
WBGene00048302	Y51H4A.227		piRNA	piRNA
WBGene00048303	Y105C5A.277		piRNA	piRNA
WBGene00048304	F55B11.37		piRNA	piRNA
WBGene00048305	Y73F8A.271		piRNA	piRNA
WBGene00048306	Y51H4A.228		piRNA	piRNA
WBGene00048307	Y7A9A.15		piRNA	piRNA
WBGene00048308	R05A10.37		piRNA	piRNA
WBGene00048309	Y116A8C.121		piRNA	piRNA
WBGene00048310	C31H1.28		piRNA	piRNA
WBGene00048311	Y57G11C.272		piRNA	piRNA
WBGene00048312	Y105C5A.278		piRNA	piRNA
WBGene00048313	Y37A1B.95		piRNA	piRNA
WBGene00048314	Y57G11B.55		piRNA	piRNA
WBGene00048315	Y41E3.125		piRNA	piRNA
WBGene00048316	B0350.18		piRNA	piRNA
WBGene00048317	Y45F10D.40		piRNA	piRNA
WBGene00048318	C08F11.41		piRNA	piRNA
WBGene00048319	Y57G11B.56		piRNA	piRNA
WBGene00048320	C47A4.45		piRNA	piRNA
WBGene00048321	Y116A8A.44		piRNA	piRNA
WBGene00048322	F55B11.38		piRNA	piRNA
WBGene00048323	F38C2.32		piRNA	piRNA
WBGene00048324	Y116A8C.122		piRNA	piRNA
WBGene00048325	Y105C5A.279		piRNA	piRNA
WBGene00048326	Y64G10A.88		piRNA	piRNA
WBGene00048327	LLC1.27		piRNA	piRNA
WBGene00048328	Y4C6A.13		piRNA	piRNA
WBGene00048329	C27H2.29		piRNA	piRNA
WBGene00048330	Y105C5B.334		piRNA	piRNA
WBGene00048331	Y51H4A.229		piRNA	piRNA
WBGene00048332	Y37A1A.36		piRNA	piRNA
WBGene00048333	Y57G11C.273		piRNA	piRNA
WBGene00048334	Y41E3.126		piRNA	piRNA
WBGene00048335	C08F11.42		piRNA	piRNA
WBGene00048336	ZK550.15		piRNA	piRNA
WBGene00048337	LLC1.28		piRNA	piRNA
WBGene00048338	Y73F8A.272		piRNA	piRNA
WBGene00048339	Y64G10A.89		piRNA	piRNA
WBGene00048340	Y116A8A.45		piRNA	piRNA
WBGene00048341	F13G11.34		piRNA	piRNA
WBGene00048342	Y57G11B.57		piRNA	piRNA
WBGene00048343	Y64G10A.90		piRNA	piRNA
WBGene00048344	Y105C5A.280		piRNA	piRNA
WBGene00048345	ZK616.17		piRNA	piRNA
WBGene00048346	Y105C5B.335		piRNA	piRNA
WBGene00048347	T23G4.27		piRNA	piRNA
WBGene00048348	Y105C5B.336		piRNA	piRNA
WBGene00048349	B0513.27		piRNA	piRNA
WBGene00048350	Y105C5A.281		piRNA	piRNA
WBGene00048351	Y57G11A.49		piRNA	piRNA
WBGene00048352	Y57G11A.50		piRNA	piRNA
WBGene00048353	Y105C5B.337		piRNA	piRNA
WBGene00048354	Y105C5B.338		piRNA	piRNA
WBGene00048355	Y105C5A.282		piRNA	piRNA
WBGene00048356	C27H2.30		piRNA	piRNA
WBGene00048357	Y64G10A.91		piRNA	piRNA
WBGene00048358	Y57G11C.274		piRNA	piRNA
WBGene00048359	Y41E3.127		piRNA	piRNA
WBGene00048360	Y7A9D.15		piRNA	piRNA
WBGene00048361	H08M01.30		piRNA	piRNA
WBGene00048362	T23G4.28		piRNA	piRNA
WBGene00048363	Y105C5A.283		piRNA	piRNA
WBGene00048364	Y57G11C.275		piRNA	piRNA
WBGene00048365	C52D10.39		piRNA	piRNA
WBGene00048366	Y73F8A.273		piRNA	piRNA
WBGene00048367	Y105C5A.284		piRNA	piRNA
WBGene00048368	Y105C5B.339		piRNA	piRNA
WBGene00048369	Y57G11C.276		piRNA	piRNA
WBGene00048370	Y73F8A.274		piRNA	piRNA
WBGene00048371	Y57G11C.277		piRNA	piRNA
WBGene00048372	T06A10.29		piRNA	piRNA
WBGene00048373	R05A10.38		piRNA	piRNA
WBGene00048374	Y37A1A.37		piRNA	piRNA
WBGene00048375	B0513.28		piRNA	piRNA
WBGene00048376	C45E5.15		piRNA	piRNA
WBGene00048377	C02B10.20		piRNA	piRNA
WBGene00048378	F52B11.23		piRNA	piRNA
WBGene00048379	W03F8.26		piRNA	piRNA
WBGene00048380	Y57G11A.51		piRNA	piRNA
WBGene00048381	Y116A8C.123		piRNA	piRNA
WBGene00048382	Y105C5A.285		piRNA	piRNA
WBGene00048383	Y51H4A.230		piRNA	piRNA
WBGene00048384	Y105C5A.286		piRNA	piRNA
WBGene00048385	Y105C5B.340		piRNA	piRNA
WBGene00048386	Y105C5B.341		piRNA	piRNA
WBGene00048387	T27E7.26		piRNA	piRNA
WBGene00048388	Y51H4A.231		piRNA	piRNA
WBGene00048389	Y105C5A.287		piRNA	piRNA
WBGene00048390	C09B9.16		piRNA	piRNA
WBGene00048391	C08F11.43		piRNA	piRNA
WBGene00048392	H25K10.35		piRNA	piRNA
WBGene00048393	T06A10.30		piRNA	piRNA
WBGene00048394	Y105C5A.288		piRNA	piRNA
WBGene00048395	Y57G11C.278		piRNA	piRNA
